probe	locus
Os.2355.1.S1_at	LOC_Os02g03410
Os.54336.1.S1_at	LOC_Os02g03420
Os.51630.1.A1_at	LOC_Os02g03430
Os.5994.1.A1_at	LOC_Os02g03450
OsAffx.11877.1.S1_at	LOC_Os02g03460
Os.27739.1.A1_at	LOC_Os02g03470
Os.54187.1.A1_x_at	LOC_Os02g03470
OsAffx.24083.1.S1_x_at	LOC_Os02g03490
OsAffx.11878.1.S1_at	LOC_Os02g03530
OsAffx.11878.1.S1_s_at	LOC_Os02g03530
Os.27658.1.S1_a_at	LOC_Os02g03540
Os.13649.1.S1_at	LOC_Os02g03560
Os.26491.1.S1_at	LOC_Os02g03580
OsAffx.24084.1.S1_x_at	LOC_Os02g03580
Os.54039.1.S1_at	LOC_Os02g03590
Os.51934.1.S1_at	LOC_Os02g03600
Os.18586.1.S1_at	LOC_Os02g03610
Os.9115.1.S1_at	LOC_Os02g03620
OsAffx.24085.1.S1_at	LOC_Os02g03650
Os.49427.1.S1_x_at	LOC_Os02g03690
Os.28399.1.S1_at	LOC_Os02g03700
Os.28399.1.S2_at	LOC_Os02g03700
Os.28399.1.S3_at	LOC_Os02g03700
Os.56074.1.S1_at	LOC_Os02g03710
Os.27754.1.S1_at	LOC_Os02g03720
Os.10628.1.S1_at	LOC_Os02g03730
Os.10679.1.S1_at	LOC_Os02g03740
Os.17524.1.S1_at	LOC_Os02g03760
Os.17524.2.S1_x_at	LOC_Os02g03760
Os.39971.1.A1_at	LOC_Os02g03790
Os.54258.1.S1_at	LOC_Os02g03820
Os.17347.1.S1_at	LOC_Os02g03840
Os.17347.1.S2_at	LOC_Os02g03840
Os.49187.1.S1_at	LOC_Os02g03850
Os.8662.1.S1_at	LOC_Os02g03860
OsAffx.24089.1.S1_x_at	LOC_Os02g03870
Os.15310.1.S1_at	LOC_Os02g03890
Os.54147.1.S1_at	LOC_Os02g03900
Os.15568.1.S1_at	LOC_Os02g03940
OsAffx.11883.1.S1_at	LOC_Os02g03940
Os.27262.1.S1_a_at	LOC_Os02g03950
Os.21442.1.S1_at	LOC_Os02g03960
Os.21442.1.S1_x_at	LOC_Os02g03960
Os.7266.1.S1_at	LOC_Os02g03970
Os.12108.1.S1_at	LOC_Os02g04010
Os.26853.1.A1_at	LOC_Os02g04010
Os.7324.1.S1_at	LOC_Os02g04020
Os.21109.1.S1_at	LOC_Os02g04040
Os.12193.1.S1_at	LOC_Os02g04100
Os.54956.1.S1_at	LOC_Os02g04110
Os.27915.1.S1_at	LOC_Os02g04130
Os.12228.1.S1_at	LOC_Os02g04160
Os.26922.1.S1_at	LOC_Os02g04170
Os.55811.1.S1_at	LOC_Os02g04180
Os.2356.1.S1_a_at	LOC_Os02g04230
OsAffx.24094.1.S1_at	LOC_Os02g04240
Os.5398.2.S1_x_at	LOC_Os02g04250
Os.8321.1.S1_at	LOC_Os02g04260
Os.24718.1.S1_at	LOC_Os02g04270
Os.8830.1.S1_at	LOC_Os02g04320
OsAffx.29707.1.S1_at	LOC_Os02g04325
Os.22467.1.S1_at	LOC_Os02g04330
OsAffx.26942.1.S1_at	LOC_Os02g04360
Os.11694.1.S1_x_at	LOC_Os02g04420
Os.11694.2.S1_at	LOC_Os02g04420
Os.14475.1.S1_at	LOC_Os02g04440
OsAffx.24097.1.S1_x_at	LOC_Os02g04440
Os.11034.1.S1_at	LOC_Os02g04450
Os.27375.1.A1_at	LOC_Os02g04460
Os.17819.1.S1_at	LOC_Os02g04480
Os.9571.1.S1_at	LOC_Os02g04490
Os.54143.1.S1_at	LOC_Os02g04500
Os.10280.1.A1_at	LOC_Os02g04510
Os.8551.1.S1_s_at	LOC_Os02g04520
OsAffx.2505.1.S1_at	LOC_Os02g04550
Os.51216.1.S1_a_at	LOC_Os02g04560
Os.53281.1.S1_at	LOC_Os02g04610
Os.53281.1.S1_s_at	LOC_Os02g04610
OsAffx.11891.1.S1_at	LOC_Os02g04630
Os.6162.1.S1_at	LOC_Os02g04650
OsAffx.24099.1.S1_x_at	LOC_Os02g04650
Os.17772.1.S1_at	LOC_Os02g04660
Os.17826.1.A1_at	LOC_Os02g04690
Os.51748.1.S1_x_at	LOC_Os02g04690
Os.5784.1.S1_at	LOC_Os02g04725
Os.20295.1.S1_at	LOC_Os02g04730
Os.1316.1.S2_at	LOC_Os02g04780
Os.48919.1.S1_at	LOC_Os02g04800
OsAffx.2509.1.S1_at	LOC_Os02g04810
Os.18948.1.S1_at	LOC_Os02g04840
Os.13783.1.S1_at	LOC_Os02g04860
OsAffx.23903.2.S1_s_at	LOC_Os02g04860
OsAffx.11895.1.S1_at	LOC_Os02g04970
Os.52587.1.S1_at	LOC_Os02g05000
Os.49155.1.S1_at	LOC_Os02g05030
Os.53048.1.S1_at	LOC_Os02g05040
OsAffx.2511.1.S1_at	LOC_Os02g05060
OsAffx.24106.1.A1_at	LOC_Os02g05120
OsAffx.24106.1.S1_at	LOC_Os02g05120
Os.11239.1.S1_at	LOC_Os02g05199
Os.11239.1.S2_at	LOC_Os02g05199
Os.54263.1.S1_at	LOC_Os02g05244
Os.53874.1.S1_at	LOC_Os02g05250
Os.50814.2.S1_at	LOC_Os02g05310
Os.458.1.S1_at	LOC_Os02g05330
Os.14890.1.S1_at	LOC_Os02g05340
Os.14890.1.S2_at	LOC_Os02g05340
Os.11895.1.S2_at	LOC_Os02g05430
Os.19983.2.S1_at	LOC_Os02g05440
Os.7330.1.S1_at	LOC_Os02g05450
Os.7330.1.S2_at	LOC_Os02g05450
Os.25613.1.A1_at	LOC_Os02g05470
Os.25613.1.A1_s_at	LOC_Os02g05470
Os.12683.1.S1_at	LOC_Os02g05480
Os.26369.1.S1_at	LOC_Os02g05490
Os.7288.1.S1_at	LOC_Os02g05500
Os.6390.1.S1_at	LOC_Os02g05510
Os.50891.1.S1_at	LOC_Os02g05520
Os.56348.1.S1_at	LOC_Os02g05600
Os.49956.1.S1_at	LOC_Os02g05610
Os.54339.1.S1_at	LOC_Os02g05620
Os.11634.1.S1_at	LOC_Os02g05630
Os.26998.1.S1_at	LOC_Os02g05660
Os.26998.1.S2_at	LOC_Os02g05660
Os.8799.1.S1_at	LOC_Os02g05680
Os.17069.1.A1_at	LOC_Os02g05692
Os.47399.1.A1_at	LOC_Os02g05700
OsAffx.11906.1.S1_at	LOC_Os02g05700
Os.8141.1.S1_at	LOC_Os02g05710
OsAffx.11907.1.S1_at	LOC_Os02g05720
OsAffx.24115.1.S1_at	LOC_Os02g05730
Os.12925.1.S1_at	LOC_Os02g05770
Os.34785.1.S1_a_at	LOC_Os02g05810
Os.37946.1.S1_at	LOC_Os02g05830
Os.10052.1.S1_at	LOC_Os02g05840
Os.47932.1.S1_at	LOC_Os02g05870
Os.15979.1.A1_at	LOC_Os02g05880
OsAffx.24118.1.S1_x_at	LOC_Os02g05880
Os.9792.1.S1_at	LOC_Os02g05890
Os.23551.1.S1_at	LOC_Os02g05900
Os.24580.2.A1_at	LOC_Os02g05950
Os.52494.1.S1_at	LOC_Os02g06090
OsAffx.24123.1.S1_at	LOC_Os02g06130
Os.50946.2.S1_at	LOC_Os02g06190
OsAffx.11911.1.S1_at	LOC_Os02g06200
OsAffx.24125.1.S1_at	LOC_Os02g06290
Os.24778.1.S1_at	LOC_Os02g06340
Os.7064.1.S1_s_at	LOC_Os02g06360
Os.32450.1.S1_at	LOC_Os02g06370
Os.5009.1.S1_at	LOC_Os02g06390
Os.49870.1.S1_at	LOC_Os02g06400
Os.55564.1.S1_at	LOC_Os02g06410
Os.7750.1.S1_at	LOC_Os02g06430
Os.18079.1.S1_at	LOC_Os02g06520
OsAffx.11919.1.S1_s_at	LOC_Os02g06530
Os.56280.1.S1_at	LOC_Os02g06560
Os.27081.1.A1_at	LOC_Os02g06570
Os.53389.1.S1_at	LOC_Os02g06580
Os.15553.1.S1_at	LOC_Os02g06584
Os.25379.1.A1_at	LOC_Os02g06584
Os.16806.1.S1_at	LOC_Os02g06592
Os.6665.1.S1_at	LOC_Os02g06630
Os.22660.1.S1_x_at	LOC_Os02g06640
Os.22660.2.S1_x_at	LOC_Os02g06640
Os.22660.3.A1_at	LOC_Os02g06640
Os.22660.3.S1_x_at	LOC_Os02g06640
Os.25748.1.S1_x_at	LOC_Os02g06640
Os.57479.1.A1_at	LOC_Os02g06640
Os.6678.1.S1_at	LOC_Os02g06650
Os.7876.1.S1_at	LOC_Os02g06700
Os.19805.1.S1_at	LOC_Os02g06720
Os.23284.1.S1_at	LOC_Os02g06720
Os.9746.1.S1_at	LOC_Os02g06754
Os.39800.1.S1_at	LOC_Os02g06760
Os.53124.1.S1_at	LOC_Os02g06770
Os.18034.1.S1_at	LOC_Os02g06779
Os.35316.1.S1_at	LOC_Os02g06790
Os.23630.1.A1_s_at	LOC_Os02g06830
Os.26531.1.S1_s_at	LOC_Os02g06840
Os.54367.1.S1_at	LOC_Os02g06880
Os.37988.1.S1_at	LOC_Os02g06890
Os.25597.1.S1_at	LOC_Os02g06910
Os.38687.1.S1_at	LOC_Os02g06920
Os.27484.1.S1_at	LOC_Os02g06930
Os.27484.2.A1_at	LOC_Os02g06930
Os.51077.1.S1_at	LOC_Os02g06960
Os.54879.1.S1_at	LOC_Os02g06970
Os.22940.1.S1_at	LOC_Os02g07010
Os.54830.1.S1_at	LOC_Os02g07030
Os.11955.1.S1_at	LOC_Os02g07040
OsAffx.11925.1.S1_s_at	LOC_Os02g07040
Os.24993.1.A1_s_at	LOC_Os02g07044
Os.52329.1.S1_at	LOC_Os02g07044
Os.54696.1.S1_at	LOC_Os02g07050
Os.11093.1.S1_at	LOC_Os02g07060
Os.6593.1.S1_at	LOC_Os02g07070
Os.17204.1.S1_at	LOC_Os02g07120
Os.54746.1.S1_at	LOC_Os02g07150
Os.55501.1.S1_at	LOC_Os02g07170
Os.54315.1.S1_at	LOC_Os02g07180
OsAffx.2534.1.S1_at	LOC_Os02g07190
Os.19629.1.S1_x_at	LOC_Os02g07200
Os.8426.1.S1_at	LOC_Os02g07210
OsAffx.11926.1.S1_s_at	LOC_Os02g07210
Os.51202.1.S1_at	LOC_Os02g07220
Os.14476.1.S1_a_at	LOC_Os02g07230
Os.13489.1.S1_at	LOC_Os02g07240
Os.54060.1.S1_at	LOC_Os02g07250
Os.26566.1.S1_at	LOC_Os02g07260
Os.54612.1.A1_at	LOC_Os02g07310
Os.27381.1.S1_at	LOC_Os02g07340
Os.5934.1.S1_at	LOC_Os02g07350
Os.7295.1.S1_at	LOC_Os02g07410
Os.55262.1.S1_at	LOC_Os02g07420
Os.10876.1.S1_at	LOC_Os02g07450
Os.24548.1.A1_at	LOC_Os02g07480
Os.48052.1.S1_at	LOC_Os02g07490
Os.24697.1.A1_s_at	LOC_Os02g07630
Os.8770.1.S1_at	LOC_Os02g07650
Os.23828.1.S1_at	LOC_Os02g07670
Os.5129.2.S1_a_at	LOC_Os02g07680
OsAffx.24153.1.S1_s_at	LOC_Os02g07690
Os.18588.1.S1_at	LOC_Os02g07720
OsAffx.2542.1.S1_at	LOC_Os02g07730
Os.22794.1.A1_at	LOC_Os02g07740
Os.7332.1.S1_at	LOC_Os02g07750
Os.9838.1.S1_at	LOC_Os02g07760
Os.51367.1.S1_x_at	LOC_Os02g07780
Os.51367.1.S3_at	LOC_Os02g07780
Os.51367.2.S1_x_at	LOC_Os02g07780
Os.8323.1.S1_a_at	LOC_Os02g07790
OsAffx.11931.1.S1_at	LOC_Os02g07800
Os.11392.1.A1_at	LOC_Os02g07820
Os.1502.1.S1_at	LOC_Os02g07840
OsAffx.24156.1.S1_at	LOC_Os02g07860
Os.47485.1.S1_at	LOC_Os02g07870
Os.9124.1.S1_at	LOC_Os02g07880
Os.11533.1.S1_at	LOC_Os02g07890
Os.11378.1.S1_at	LOC_Os02g07910
Os.47930.1.S1_at	LOC_Os02g07920
Os.14560.1.S1_at	LOC_Os02g07930
OsAffx.24157.1.S1_s_at	LOC_Os02g07930
Os.38295.1.S1_at	LOC_Os02g07960
Os.38295.1.S2_at	LOC_Os02g07960
Os.10693.1.S1_at	LOC_Os02g07980
Os.10693.2.S1_at	LOC_Os02g07980
OsAffx.11934.1.S1_at	LOC_Os02g08000
Os.24358.1.A1_at	LOC_Os02g08010
OsAffx.24158.1.S1_at	LOC_Os02g08010
Os.36764.1.S1_x_at	LOC_Os02g08090
Os.46427.1.A1_s_at	LOC_Os02g08090
Os.10669.1.S1_at	LOC_Os02g08100
Os.50143.1.S1_at	LOC_Os02g08110
Os.17215.1.S1_at	LOC_Os02g08120
Os.17215.1.S2_at	LOC_Os02g08120
Os.13999.1.S1_at	LOC_Os02g08150
OsAffx.11937.1.S1_at	LOC_Os02g08160
Os.10116.1.S1_at	LOC_Os02g08180
Os.6022.1.S1_at	LOC_Os02g08190
Os.15780.1.S1_at	LOC_Os02g08220
Os.4769.1.S1_at	LOC_Os02g08230
Os.47991.1.S1_at	LOC_Os02g08260
Os.14778.1.S1_at	LOC_Os02g08300
OsAffx.11940.1.S1_at	LOC_Os02g08310
Os.16797.1.S1_at	LOC_Os02g08320
Os.8495.1.S1_at	LOC_Os02g08350
OsAffx.24164.1.S1_x_at	LOC_Os02g08360
Os.17480.1.S1_at	LOC_Os02g08364
Os.18975.1.S1_at	LOC_Os02g08370
Os.16502.1.S1_at	LOC_Os02g08380
OsAffx.11941.1.S1_at	LOC_Os02g08400
Os.54001.1.S1_at	LOC_Os02g08410
Os.12948.1.S1_at	LOC_Os02g08420
Os.19052.1.S1_at	LOC_Os02g08420
Os.12032.1.S1_at	LOC_Os02g08440
OsAffx.24166.1.S1_at	LOC_Os02g08440
Os.18010.1.S1_at	LOC_Os02g08480
Os.5574.1.S1_s_at	LOC_Os02g08490
Os.27847.1.S1_at	LOC_Os02g08500
Os.10866.1.S1_at	LOC_Os02g08520
Os.57430.1.S1_at	LOC_Os02g08530
Os.20642.1.S1_at	LOC_Os02g08540
Os.1983.1.S1_at	LOC_Os02g08544
OsAffx.11943.1.S1_s_at	LOC_Os02g09050
Os.17743.1.S1_at	LOC_Os02g09060
OsAffx.11944.1.S1_at	LOC_Os02g09070
Os.10794.2.S1_at	LOC_Os02g09130
Os.10794.2.S1_x_at	LOC_Os02g09130
Os.53647.1.S1_s_at	LOC_Os02g09140
Os.13494.1.S1_at	LOC_Os02g09150
Os.22727.1.S1_at	LOC_Os02g09170
Os.7561.1.S1_at	LOC_Os02g09180
OsAffx.11948.1.S1_at	LOC_Os02g09200
Os.53919.1.S1_at	LOC_Os02g09220
Os.54895.1.S1_at	LOC_Os02g09240
Os.16786.1.S1_at	LOC_Os02g09250
Os.24882.1.S1_s_at	LOC_Os02g09270
OsAffx.24173.1.S1_at	LOC_Os02g09320
OsAffx.11952.1.S1_at	LOC_Os02g09330
Os.52523.1.S1_at	LOC_Os02g09340
Os.8294.1.S1_at	LOC_Os02g09359
Os.5301.1.S1_at	LOC_Os02g09380
OsAffx.24174.1.S1_at	LOC_Os02g09400
OsAffx.11954.1.S1_s_at	LOC_Os02g09420
Os.52186.1.S1_at	LOC_Os02g09430
OsAffx.11955.1.S1_at	LOC_Os02g09440
Os.4729.1.S1_at	LOC_Os02g09460
Os.4625.1.S1_at	LOC_Os02g09470
OsAffx.11956.1.S1_at	LOC_Os02g09480
Os.8684.1.S1_a_at	LOC_Os02g09490
Os.12550.1.S1_s_at	LOC_Os02g09510
Os.54110.1.S1_at	LOC_Os02g09530
Os.6830.1.S1_at	LOC_Os02g09590
Os.4883.1.S1_at	LOC_Os02g09600
Os.51107.1.S1_at	LOC_Os02g09620
Os.5025.1.S1_at	LOC_Os02g09630
OsAffx.24175.1.S1_at	LOC_Os02g09640
Os.12794.1.A1_at	LOC_Os02g09650
Os.50301.1.S1_at	LOC_Os02g09670
Os.57116.1.S1_at	LOC_Os02g09670
Os.52119.1.A1_at	LOC_Os02g09720
Os.6254.1.S1_at	LOC_Os02g09740
OsAffx.2558.1.S1_s_at	LOC_Os02g09760
Os.27546.1.A1_at	LOC_Os02g09770
Os.57154.1.S1_at	LOC_Os02g09780
Os.25367.1.A1_at	LOC_Os02g09790
Os.25128.1.S1_at	LOC_Os02g09810
Os.52048.1.S1_at	LOC_Os02g09820
Os.20243.1.S1_at	LOC_Os02g09840
OsAffx.11964.1.S1_at	LOC_Os02g09840
Os.17412.1.S1_at	LOC_Os02g09890
Os.26759.1.S1_at	LOC_Os02g09900
Os.47884.1.S1_at	LOC_Os02g09920
Os.24972.1.S1_at	LOC_Os02g09930
Os.4251.1.S1_at	LOC_Os02g09940
Os.4258.1.A1_at	LOC_Os02g10010
Os.51068.1.S1_at	LOC_Os02g10020
OsAffx.24181.1.S1_at	LOC_Os02g10030
Os.17025.1.S1_at	LOC_Os02g10040
OsAffx.11966.1.S1_x_at	LOC_Os02g10040
Os.47012.1.S1_at	LOC_Os02g10050
Os.51857.1.S1_at	LOC_Os02g10060
Os.4264.1.S1_at	LOC_Os02g10070
Os.4265.2.S1_a_at	LOC_Os02g10080
Os.4266.1.S1_at	LOC_Os02g10090
Os.56430.1.S1_at	LOC_Os02g10100
Os.17046.1.S1_at	LOC_Os02g10130
Os.25152.1.S1_at	LOC_Os02g10160
Os.5227.1.S1_at	LOC_Os02g10190
Os.12188.1.S1_at	LOC_Os02g10200
Os.6105.1.S1_at	LOC_Os02g10220
Os.18721.1.S1_at	LOC_Os02g10230
Os.27720.1.S1_at	LOC_Os02g10260
Os.27124.1.S1_at	LOC_Os02g10290
Os.8160.1.S1_at	LOC_Os02g10310
Os.51818.1.S1_at	LOC_Os02g10320
Os.12121.1.S1_at	LOC_Os02g10370
OsAffx.2564.1.S1_x_at	LOC_Os02g10380
Os.28403.1.S1_a_at	LOC_Os02g10390
Os.52183.1.S1_at	LOC_Os02g10400
Os.27268.1.A1_at	LOC_Os02g10430
Os.49257.1.S1_x_at	LOC_Os02g10440
Os.49257.2.S1_at	LOC_Os02g10440
Os.19187.1.S1_at	LOC_Os02g10470
Os.7758.1.S1_at	LOC_Os02g10480
OsAffx.24187.1.S1_at	LOC_Os02g10490
Os.4971.1.S1_at	LOC_Os02g10500
Os.51300.1.S1_x_at	LOC_Os02g10500
Os.9235.1.S1_at	LOC_Os02g10510
Os.50238.1.S1_x_at	LOC_Os02g10520
Os.54540.1.S1_at	LOC_Os02g10530
Os.25094.1.A1_at	LOC_Os02g10540
OsAffx.2566.1.S1_at	LOC_Os02g10560
Os.52104.1.S1_at	LOC_Os02g10590
Os.28395.1.S1_x_at	LOC_Os02g10600
Os.292.1.S1_a_at	LOC_Os02g10640
Os.18613.1.S1_at	LOC_Os02g10650
Os.9051.1.S1_at	LOC_Os02g10690
Os.6093.1.S1_a_at	LOC_Os02g10700
Os.11526.1.S2_at	LOC_Os02g10710
Os.11526.1.S1_at	LOC_Os02g10720
OsAffx.24189.1.S1_at	LOC_Os02g10730
OsAffx.24190.1.S1_at	LOC_Os02g10740
Os.50235.1.S1_a_at	LOC_Os02g10770
Os.15304.1.A1_at	LOC_Os02g10780
OsAffx.11980.1.S1_at	LOC_Os02g10790
Os.4975.1.S1_at	LOC_Os02g10800
Os.9295.1.S1_at	LOC_Os02g10810
Os.47337.1.S1_at	LOC_Os02g10820
Os.6191.1.S1_at	LOC_Os02g10840
OsAffx.2569.1.S1_at	LOC_Os02g10860
OsAffx.2569.1.S1_s_at	LOC_Os02g10860
Os.49542.1.S1_at	LOC_Os02g10880
OsAffx.24191.1.S1_at	LOC_Os02g10900
Os.10555.1.S1_a_at	LOC_Os02g10920
Os.38796.1.S1_s_at	LOC_Os02g10920
OsAffx.24192.1.S1_at	LOC_Os02g10930
Os.52379.1.S1_s_at	LOC_Os02g10940
OsAffx.24194.1.S1_at	LOC_Os02g10960
Os.6240.1.A1_at	LOC_Os02g10970
OsAffx.2572.1.S1_at	LOC_Os02g10990
Os.34818.1.S1_at	LOC_Os02g11000
Os.34818.1.S1_x_at	LOC_Os02g11000
Os.34818.1.S2_at	LOC_Os02g11000
Os.8127.1.S1_at	LOC_Os02g11000
Os.9470.1.S1_at	LOC_Os02g11030
Os.12988.1.S1_at	LOC_Os02g11040
Os.317.1.S1_at	LOC_Os02g11050
Os.54034.1.S1_at	LOC_Os02g11060
Os.11952.1.S1_at	LOC_Os02g11070
Os.8044.1.S1_at	LOC_Os02g11110
Os.8044.2.S1_at	LOC_Os02g11110
Os.53292.1.S1_x_at	LOC_Os02g11665
Os.50047.1.S1_at	LOC_Os02g11680
Os.14185.2.S1_a_at	LOC_Os02g11740
Os.5590.1.S1_at	LOC_Os02g11750
Os.7289.1.S1_at	LOC_Os02g11760
Os.7289.2.S1_at	LOC_Os02g11760
Os.7289.3.S1_x_at	LOC_Os02g11760
Os.8558.1.S1_at	LOC_Os02g11770
Os.39020.1.S1_at	LOC_Os02g11780
Os.17474.1.A1_at	LOC_Os02g11790
Os.24912.1.S1_a_at	LOC_Os02g11820
Os.24912.1.S2_a_at	LOC_Os02g11820
Os.24912.2.S1_at	LOC_Os02g11820
Os.12063.1.S1_at	LOC_Os02g11859
Os.55448.1.S1_at	LOC_Os02g11870
OsAffx.24198.1.S1_at	LOC_Os02g11900
OsAffx.2578.1.S1_at	LOC_Os02g11920
Os.49842.1.S1_at	LOC_Os02g11930
Os.49842.2.A1_at	LOC_Os02g11930
Os.18817.1.S1_at	LOC_Os02g11940
OsAffx.11997.1.S1_at	LOC_Os02g12070
OsAffx.11998.1.S1_s_at	LOC_Os02g12080
OsAffx.24204.1.S1_at	LOC_Os02g12130
OsAffx.2583.1.S1_at	LOC_Os02g12260
OsAffx.2584.1.S1_at	LOC_Os02g12290
Os.39041.1.S1_s_at	LOC_Os02g12310
Os.53409.1.A1_at	LOC_Os02g12360
Os.20204.1.S1_at	LOC_Os02g12380
Os.20204.3.S1_a_at	LOC_Os02g12380
Os.54164.1.S1_at	LOC_Os02g12400
Os.53706.1.S1_at	LOC_Os02g12420
Os.52024.1.S1_at	LOC_Os02g12440
Os.7929.1.S1_a_at	LOC_Os02g12480
Os.7929.2.S1_a_at	LOC_Os02g12480
Os.7929.4.S1_x_at	LOC_Os02g12480
Os.7929.5.S1_at	LOC_Os02g12480
Os.23800.1.S1_at	LOC_Os02g12490
Os.23800.2.S1_x_at	LOC_Os02g12490
Os.37484.1.S1_at	LOC_Os02g12570
Os.10337.1.S1_x_at	LOC_Os02g12580
Os.10337.2.S1_at	LOC_Os02g12580
OsAffx.12008.1.S1_x_at	LOC_Os02g12600
Os.11236.1.S1_at	LOC_Os02g12650
Os.57127.1.S1_at	LOC_Os02g12660
Os.7087.1.S1_at	LOC_Os02g12690
Os.14358.1.S1_at	LOC_Os02g12730
Os.14358.4.S1_x_at	LOC_Os02g12730
Os.24285.1.A1_at	LOC_Os02g12740
OsAffx.12010.1.S1_at	LOC_Os02g12750
Os.10253.1.S1_at	LOC_Os02g12760
Os.53733.1.S1_at	LOC_Os02g12790
Os.52251.1.S1_at	LOC_Os02g12840
OsAffx.24217.1.S1_at	LOC_Os02g12840
Os.9386.1.S1_at	LOC_Os02g12850
Os.9386.2.S1_x_at	LOC_Os02g12850
Os.25870.2.S1_a_at	LOC_Os02g12870
Os.9096.2.S1_a_at	LOC_Os02g12880
OsAffx.24218.1.S1_at	LOC_Os02g12880
Os.57132.1.S1_at	LOC_Os02g12900
Os.54105.1.S1_at	LOC_Os02g12939
Os.52655.1.S1_at	LOC_Os02g13020
Os.27857.1.S1_at	LOC_Os02g13060
Os.26553.1.S1_s_at	LOC_Os02g13100
Os.8042.1.S1_at	LOC_Os02g13110
Os.26551.1.S1_at	LOC_Os02g13130
Os.27534.1.A1_at	LOC_Os02g13140
Os.8408.1.S1_at	LOC_Os02g13150
Os.19456.1.S1_at	LOC_Os02g13160
Os.5171.1.S1_at	LOC_Os02g13200
Os.49467.1.S1_at	LOC_Os02g13270
OsAffx.2593.1.S1_s_at	LOC_Os02g13290
Os.20931.1.S1_s_at	LOC_Os02g13300
OsAffx.2594.1.S1_at	LOC_Os02g13300
Os.50457.2.S1_at	LOC_Os02g13304
Os.56322.1.S1_at	LOC_Os02g13310
OsAffx.2595.1.S1_at	LOC_Os02g13330
Os.24143.1.A1_at	LOC_Os02g13340
Os.11611.1.S1_at	LOC_Os02g13350
OsAffx.12016.1.S1_at	LOC_Os02g13350
Os.4170.1.S1_at	LOC_Os02g13380
Os.7296.1.S1_at	LOC_Os02g13400
Os.7123.2.S1_at	LOC_Os02g13420
Os.7123.3.S1_at	LOC_Os02g13510
Os.7355.1.S1_at	LOC_Os02g13520
Os.10120.3.S1_at	LOC_Os02g13530
Os.50292.1.S1_at	LOC_Os02g13560
Os.25515.1.S1_s_at	LOC_Os02g13570
OsAffx.12022.1.S1_s_at	LOC_Os02g13600
OsAffx.24230.1.A1_at	LOC_Os02g13620
Os.56059.2.S1_at	LOC_Os02g13630
Os.15093.1.S1_at	LOC_Os02g13640
Os.32259.1.S1_at	LOC_Os02g13650
Os.8984.1.S1_at	LOC_Os02g13660
OsAffx.24232.2.S1_s_at	LOC_Os02g13710
OsAffx.24233.1.S1_at	LOC_Os02g13760
Os.54067.1.S1_at	LOC_Os02g13770
Os.11250.1.S1_at	LOC_Os02g13800
Os.53922.2.S1_at	LOC_Os02g13810
Os.11467.1.S1_at	LOC_Os02g13840
Os.27983.1.S1_at	LOC_Os02g13850
Os.27983.1.S2_at	LOC_Os02g13850
Os.2678.1.S1_at	LOC_Os02g13870
Os.20210.1.S1_at	LOC_Os02g13890
OsAffx.24237.2.S1_at	LOC_Os02g13900
OsAffx.24238.1.S1_s_at	LOC_Os02g13910
Os.50488.1.S1_at	LOC_Os02g13950
Os.39992.1.A1_at	LOC_Os02g13960
Os.5133.1.S1_at	LOC_Os02g13960
Os.26931.1.S1_a_at	LOC_Os02g13970
Os.51291.1.S1_at	LOC_Os02g13980
Os.11097.1.S1_at	LOC_Os02g13990
Os.10246.1.S1_at	LOC_Os02g14000
OsAffx.2605.1.S1_at	LOC_Os02g14000
Os.13546.1.S1_at	LOC_Os02g14059
OsAffx.11451.6.S1_s_at	LOC_Os02g14090
Os.22834.1.S1_at	LOC_Os02g14130
Os.10428.1.S1_at	LOC_Os02g14170
Os.53584.1.S1_at	LOC_Os02g14190
Os.27793.1.S1_at	LOC_Os02g14430
Os.27793.1.S1_x_at	LOC_Os02g14430
OsAffx.24249.1.S1_at	LOC_Os02g14480
Os.11706.1.S1_at	LOC_Os02g14500
OsAffx.24250.1.A1_at	LOC_Os02g14510
Os.8740.1.S1_at	LOC_Os02g14530
Os.38686.1.S1_at	LOC_Os02g14600
Os.54541.1.S1_at	LOC_Os02g14680
Os.17979.1.S1_at	LOC_Os02g14720
Os.17306.1.S1_at	LOC_Os02g14730
Os.5802.1.S1_at	LOC_Os02g14760
Os.2450.1.S1_a_at	LOC_Os02g14770
Os.2450.3.S1_x_at	LOC_Os02g14770
Os.7264.1.S1_at	LOC_Os02g14780
Os.49813.1.S1_a_at	LOC_Os02g14790
Os.49967.1.S1_at	LOC_Os02g14800
Os.54344.1.S1_x_at	LOC_Os02g14800
Os.16117.1.S1_s_at	LOC_Os02g14860
OsAffx.12042.1.S1_s_at	LOC_Os02g14860
Os.21798.1.S1_at	LOC_Os02g14874
Os.21798.1.S2_at	LOC_Os02g14874
Os.52914.1.S1_at	LOC_Os02g14890
OsAffx.24262.1.S1_at	LOC_Os02g14900
OsAffx.24262.1.S1_s_at	LOC_Os02g14900
OsAffx.2611.1.S1_at	LOC_Os02g14910
Os.54112.1.S1_at	LOC_Os02g14929
OsAffx.2612.1.S1_at	LOC_Os02g14980
Os.13907.1.S1_at	LOC_Os02g15070
Os.14012.1.S1_at	LOC_Os02g15090
Os.54642.1.S1_at	LOC_Os02g15160
Os.7796.1.S1_at	LOC_Os02g15220
